1/4/10,30.48999971,30.57285686,30.34000014,30.64285657,123432400
1/5/10,30.65714257,30.62571329,30.46428486,30.79857057,150476200
1/6/10,30.62571329,30.13857071,30.10714343,30.74714286,138040000
1/7/10,30.25,30.08285714,29.86428643,30.28571514,119282800
1/8/10,30.04285629,30.28285786,29.865715,30.28571514,111902700
1/11/10,30.39999957,30.01571471,29.77857214,30.42857171,115557400
1/12/10,29.884285,29.67428586,29.48857114,29.96714214,148614900
1/13/10,29.695715,30.09285743,29.15714257,30.13285643,151473000
1/14/10,30.01571471,29.91857143,29.86000057,30.06571386,108223500
1/15/10,30.13285643,29.41857143,29.40999986,30.228571,148516900
1/19/10,29.76142886,30.71999929,29.60571486,30.74142843,182501900
1/20/10,30.70142943,30.24714286,29.92857171,30.79285629,153038200
1/21/10,30.297142,29.72428514,29.601429,30.47285657,152038600
1/22/10,29.54000086,28.25,28.16571429,29.64285657,220441900
1/25/10,28.93000029,29.01000029,28.59857171,29.242857,266424900
1/26/10,29.42142871,29.42000014,28.94000057,30.53000071,466777500
1/27/10,29.54999929,29.69714357,28.50428586,30.08285714,430642100
1/28/10,29.27571486,28.46999929,28.38571357,29.35714343,293375600
1/29/10,28.72571371,27.43714329,27.17857171,28.88571357,311488100
2/1/10,27.48142814,27.81857114,27.32857129,28,187469100
2/2/10,27.98714257,27.97999957,27.62571329,28.04571343,174585600
2/3/10,27.88142771,28.46142771,27.77428629,28.60000043,153832000
2/4/10,28.10428614,27.43571471,27.36714357,28.33857157,189413000
2/5/10,27.51857186,27.92285729,27.264286,28,212576700
2/8/10,27.95571514,27.73142814,27.71428486,28.26857186,119567700
2/9/10,28.05999943,28.02714343,27.82142829,28.21428486,158221700
2/10/10,27.98428529,27.87428671,27.75142857,28.08571429,92590400
2/11/10,27.84000014,28.38142771,27.72285657,28.53571514,137586400
2/12/10,28.30142786,28.62571329,27.92857171,28.80571371,163867200
2/16/10,28.84857171,29.05714229,28.78857229,29.09857171,135934400
2/17/10,29.17000014,28.93571471,28.69428629,29.18714329,109099200
2/18/10,28.804285,28.98999971,28.702858,29.127142,105706300
2/19/10,28.837143,28.80999943,28.72999957,29.02857214,103867400
2/22/10,28.905714,28.63142771,28.45571514,28.92857171,97640900
2/23/10,28.57142829,28.15142829,27.95857043,28.76142886,143773700
2/24/10,28.31857114,28.66571429,28.26285743,28.77714343,115141600
2/25/10,28.19714357,28.85714343,28.127142,28.97999957,166281500
2/26/10,28.91142843,29.23142814,28.85714343,29.30999943,126865200
3/1/10,29.39285657,29.85571486,29.35000043,29.92857171,137523400
3/2/10,29.98999971,29.83571429,29.67714314,30.11857229,141636600
3/3/10,29.84857171,29.90428543,29.70571514,29.98142814,93013200
3/4/10,29.89714243,30.101429,29.804285,30.13142771,91510300
3/5/10,30.70571514,31.27857214,30.66142843,31.38571357,224905100
3/8/10,31.43000029,31.297142,31.17857171,31.44142914,107472400
